Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
59,0.58,2.67,,,53,Lamshire,6063,Month-to-Month,United States,9390-BCVHD,Joined,0,0,Female,1,DSL,"35.511225, -115.928515",35.511225,-115.928515,0,60.99,1,0,0,Offer C,0,0,0,1,Credit Card,1,92178,1,Q4,0,4,0,California,1,1,0,1,65.45,78.47,2.84,0.0,146.76,0,0,95505,0
36,1.93,2.92,,,14,Boyleville,3966,One Year,United States,423-XBOKS,Joined,3,0,Male,0,,"34.965376, -121.825835",34.965376,-121.825835,0,36.08,0,3,0,Offer E,0,0,0,1,Bank Withdrawal,0,85386,0,Q4,0,3,0,California,0,0,0,38,1348.26,0.0,100.24,0.0,1448.5,0,0,95185,0
62,43.59,8.23,,,28,Lewisborough,2039,Two Year,United States,6510-YNFGA,Stayed,0,0,Male,0,,"35.151379, -124.041009",35.151379,-124.041009,1,113.23,0,0,0,,0,0,0,1,Bank Withdrawal,1,68315,0,Q4,0,5,0,California,0,0,0,27,2793.88,0.0,210.06,0.0,3003.94,0,0,92580,0
45,0.0,34.2,,,52,Port Josephberg,6104,Month-to-Month,United States,5072-AJCRH,Joined,0,0,Male,0,,"41.070675, -124.071285",41.070675,-124.071285,1,58.97,0,0,2,Offer C,0,0,0,0,Bank Withdrawal,0,74818,0,Q4,1,5,0,California,0,0,0,19,1199.88,97.06,610.07,0.0,1907.0100000000002,0,0,90455,0
59,0.0,27.55,,,63,Lake Tamaraburgh,5814,Month-to-Month,United States,1143-GLSQS,Stayed,0,0,Female,0,,"40.016198, -122.423753",40.016198,-122.423753,0,105.53,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,0,29008,0,Q4,0,5,0,California,0,0,0,1,103.31,31.91,29.9,0.0,165.12,0,0,91993,0
65,35.66,7.11,,,58,South James,4452,One Year,United States,6820-SHNAH,Joined,0,0,Female,1,Fiber Optic,"35.251968, -116.16803",35.251968,-116.16803,0,29.0,1,0,0,Offer A,1,0,1,1,Credit Card,1,42791,0,Q4,0,3,1,California,0,0,1,15,436.95,0.0,112.88,0.0,549.8299999999999,0,0,91267,0
29,13.72,0.0,Dissatisfaction,Competitor made better offer,71,Anthonyhaven,4922,Two Year,United States,13-XNZJN,Churned,2,0,Female,1,Fiber Optic,"38.542562, -123.614633",38.542562,-123.614633,0,93.03,1,2,3,Offer B,0,0,0,0,Credit Card,1,22748,0,Q4,1,5,0,California,0,1,0,54,5460.58,0.0,0.0,0.0,5460.58,1,0,95707,1
53,11.8,43.59,Competitor,Competitor offered higher download speeds,73,Gutierrezstad,3977,Month-to-Month,United States,9168-OCNHQ,Churned,0,0,Female,1,DSL,"38.806896, -120.912988",38.806896,-120.912988,0,101.02,0,0,0,Offer C,1,0,1,1,Credit Card,1,100577,0,Q4,0,1,0,California,0,1,1,29,3197.52,0.0,1267.88,0.0,4465.4,0,0,94553,1
25,38.84,43.85,,,44,New Brian,2122,Month-to-Month,United States,8630-ESPSN,Stayed,0,0,Female,0,,"35.065014, -121.96547",35.065014,-121.96547,1,41.7,0,0,0,Offer D,0,0,1,1,Credit Card,0,78522,0,Q4,0,5,0,California,0,0,0,32,1449.77,0.0,1381.23,0.0,2831.0,1,0,94543,0
72,44.55,0.0,,,52,Wendyfort,5791,One Year,United States,3475-FNEID,Stayed,0,0,Male,0,,"35.279704, -119.212003",35.279704,-119.212003,1,132.92,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,0,44939,0,Q4,0,1,1,California,0,0,0,2,266.29,0.0,0.0,0.0,266.29,0,0,94763,0
52,20.74,3.41,Price,Competitor had better devices,68,South Anna,5950,Month-to-Month,United States,1569-QWYET,Churned,0,0,Female,1,Fiber Optic,"37.800728, -114.199813",37.800728,-114.199813,0,105.99,1,0,3,Offer B,0,0,0,1,Credit Card,1,60679,0,Q4,1,1,0,California,1,0,0,61,6944.11,0.0,196.54,0.0,7140.65,0,0,93387,1
59,44.81,25.52,,,59,Amandachester,4845,Month-to-Month,United States,8476-MJUIK,Joined,1,0,Male,1,Cable,"37.726366, -122.030743",37.726366,-122.030743,0,35.35,1,1,0,Offer E,1,1,1,0,Bank Withdrawal,1,24404,0,Q4,0,1,0,California,1,1,0,24,914.36,1.32,649.85,20.32,1545.21,0,0,93478,0
51,28.96,0.0,Other,Limited range of services,89,Jamesshire,4252,Month-to-Month,United States,8406-XEJHC,Churned,0,0,Female,0,,"36.611303, -115.378199",36.611303,-115.378199,1,97.39,1,0,7,Offer B,0,0,0,1,Bank Withdrawal,1,58587,0,Q4,1,3,0,California,0,0,0,62,6636.89,0.0,0.0,0.0,6636.89,0,0,93559,1
45,8.93,0.0,,,56,Port Jenniferland,4426,Month-to-Month,United States,6088-LEXRY,Stayed,3,0,Female,0,,"41.673642, -119.833172",41.673642,-119.833172,1,60.25,0,3,0,Offer C,0,0,0,1,Credit Card,1,37429,0,Q4,0,1,0,California,0,0,0,1,65.74,80.0,0.0,0.0,145.74,0,0,92974,0
18,22.82,4.44,,,19,Lisahaven,2818,Month-to-Month,United States,5173-ASRYU,Joined,0,1,Female,1,DSL,"40.182644, -120.488732",40.182644,-120.488732,0,41.04,1,0,0,Offer E,0,1,0,0,Credit Card,1,65191,0,Q4,0,4,0,California,1,1,0,40,1721.22,0.0,188.07,0.0,1909.29,1,0,90095,0
18,0.0,44.51,,,56,Bondside,6221,Month-to-Month,United States,9568-SHASY,Joined,3,0,Male,1,DSL,"32.826931, -116.876217",32.826931,-116.876217,1,52.17,0,3,10,Offer A,1,0,0,1,Bank Withdrawal,1,52156,1,Q4,1,3,0,California,0,0,0,62,3160.09,0.0,2842.12,4.59,5997.62,1,1,90144,0
66,0.0,12.12,,,61,Browntown,4735,One Year,United States,9046-VTRMB,Joined,1,0,Female,1,Fiber Optic,"36.317162, -122.422324",36.317162,-122.422324,0,68.18,1,1,0,Offer D,0,0,0,1,Credit Card,1,18084,1,Q4,0,2,1,California,0,1,0,14,963.97,0.0,165.61,0.0,1129.58,0,0,90830,0
46,27.28,0.0,Attitude,Limited range of services,81,Port Javiermouth,6417,Two Year,United States,8962-PCLGT,Churned,3,0,Female,1,DSL,"41.01696, -123.932822",41.01696,-123.932822,1,17.12,0,3,0,Offer D,1,1,1,1,Bank Withdrawal,1,44029,1,Q4,0,1,0,California,1,0,0,4,65.62,0.0,0.0,0.0,65.62,0,0,90796,1
32,26.75,21.37,,,14,Jaredstad,4782,One Year,United States,437-KKBVG,Stayed,2,0,Female,0,,"37.812757, -115.460325",37.812757,-115.460325,0,72.55,0,2,7,Offer D,0,0,0,1,Credit Card,1,38859,0,Q4,1,3,0,California,0,0,0,66,4800.0,0.0,1451.85,0.0,6251.85,0,0,92178,0
49,25.14,34.6,,,40,Moralesport,3492,Month-to-Month,United States,9954-HVMRG,Joined,2,0,Male,0,,"33.123902, -123.96307",33.123902,-123.96307,0,82.76,0,2,0,Offer B,0,0,1,1,Credit Card,0,58234,0,Q4,0,3,0,California,0,0,0,37,2980.8,0.0,1241.0,0.0,4221.8,0,0,94301,0
48,12.26,0.0,,,62,Harveyside,4910,Month-to-Month,United States,24-KAIVT,Stayed,2,0,Male,0,,"37.769604, -121.401507",37.769604,-121.401507,1,77.81,0,2,7,Offer B,0,0,1,0,Bank Withdrawal,1,58052,0,Q4,1,3,0,California,0,0,0,10,812.83,0.0,0.0,0.0,812.83,0,0,93394,0
18,10.93,3.7,,,57,West Jack,2862,Month-to-Month,United States,1166-SSZXU,Joined,0,0,Female,1,Fiber Optic,"33.575235, -117.057039",33.575235,-117.057039,1,66.02,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,42766,0,Q4,0,4,0,California,0,0,1,24,1615.77,0.0,89.32,0.0,1705.09,1,1,95704,0
61,49.77,25.36,,,55,Johnsonberg,2567,Month-to-Month,United States,8271-UYNFT,Stayed,1,1,Male,1,Fiber Optic,"33.534972, -122.093786",33.534972,-122.093786,0,63.14,1,1,0,Offer B,1,0,0,1,Mailed Check,1,83930,0,Q4,0,2,0,California,0,1,0,30,1839.73,0.0,705.91,0.0,2545.64,0,1,94184,0
55,12.24,35.05,,,38,New Richard,5039,Month-to-Month,United States,9181-EJYJV,Stayed,0,0,Male,0,,"38.540465, -114.67917",38.540465,-114.67917,1,64.05,1,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,16702,0,Q4,0,4,0,California,0,0,0,61,3741.26,0.0,2270.49,0.0,6011.75,0,0,90317,0
38,45.16,0.0,Competitor,Long distance charges,66,Deborahmouth,3311,Two Year,United States,9129-AOLCB,Churned,0,0,Male,0,,"39.233578, -122.077051",39.233578,-122.077051,1,40.37,1,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,35084,0,Q4,0,3,0,California,0,0,0,30,1225.68,0.0,0.0,0.0,1225.68,0,0,95747,1
65,0.0,0.0,,,45,Blakebury,6032,Month-to-Month,United States,4914-IUTAT,Joined,3,0,Female,0,,"40.159821, -122.667665",40.159821,-122.667665,0,63.21,0,3,2,,0,0,1,1,Bank Withdrawal,1,31056,0,Q4,1,3,1,California,0,0,0,17,993.77,95.98,0.0,0.0,1089.75,0,0,92790,0
18,23.48,20.67,,,35,West Tina,5013,Month-to-Month,United States,165-GKIJC,Joined,1,0,Female,0,,"37.948404, -116.234907",37.948404,-116.234907,1,33.59,0,1,5,,0,0,1,0,Bank Withdrawal,0,98098,0,Q4,1,2,0,California,0,0,0,47,1634.72,0.0,1006.37,0.0,2641.09,1,0,95528,0
51,18.03,5.62,,,40,East Andrew,2630,One Year,United States,4259-OGFUZ,Stayed,0,0,Female,0,,"37.424839, -118.991351",37.424839,-118.991351,0,43.95,1,0,8,Offer C,0,0,0,1,Credit Card,1,94342,0,Q4,1,1,0,California,0,0,0,48,2223.78,0.0,269.11,0.0,2492.8900000000003,0,0,94221,0
63,0.0,5.01,,,43,Michaelbury,5441,Month-to-Month,United States,8025-KCAZB,Joined,0,1,Female,1,DSL,"40.420993, -116.390081",40.420993,-116.390081,0,11.32,0,0,0,,0,1,1,0,Credit Card,0,99870,1,Q4,0,3,0,California,1,0,0,29,299.38,70.74,139.84,0.0,509.96000000000004,0,1,95161,0
46,2.49,25.19,,,17,North Curtisfort,4889,Month-to-Month,United States,1504-ONQJJ,Stayed,0,0,Female,1,Cable,"34.390268, -119.348037",34.390268,-119.348037,1,94.27,0,0,0,Offer D,0,1,0,1,Bank Withdrawal,0,38818,1,Q4,0,2,0,California,1,0,1,14,1259.05,42.7,373.33,0.0,1675.08,0,0,93214,0
36,22.65,3.74,,,53,Justinville,4056,Two Year,United States,9463-ZJOEJ,Stayed,0,0,Male,0,,"39.627751, -120.032667",39.627751,-120.032667,1,10.0,0,0,0,,0,0,0,0,Credit Card,1,63008,0,Q4,0,2,0,California,0,0,0,1,10.03,0.0,3.76,0.0,13.79,0,0,94141,0
58,75.3,0.0,Other,Attitude of support person,70,New Victoriaville,3922,Month-to-Month,United States,5043-QBHTU,Churned,0,0,Male,1,Fiber Optic,"40.782418, -124.157469",40.782418,-124.157469,1,72.59,1,0,0,Offer B,0,1,1,1,Bank Withdrawal,1,61316,1,Q4,0,2,0,California,0,0,1,69,5000.89,0.0,0.0,0.0,5000.89,0,0,95750,1
58,48.02,0.0,,,31,West Rebecca,3622,Two Year,United States,5857-FLRZT,Joined,2,1,Female,1,Fiber Optic,"39.194979, -116.893111",39.194979,-116.893111,0,52.32,0,2,7,Offer C,0,0,1,1,Credit Card,0,47954,1,Q4,1,5,0,California,0,0,1,45,2522.28,0.0,0.0,0.0,2522.28,0,0,91846,0
45,0.0,0.0,,,63,Timothyfort,2471,Month-to-Month,United States,2228-JUOUS,Stayed,2,1,Male,1,Cable,"37.658743, -118.827869",37.658743,-118.827869,0,76.98,0,2,1,Offer E,1,1,1,0,Credit Card,0,23927,0,Q4,1,4,0,California,1,1,1,11,769.72,32.05,0.0,0.0,801.77,0,0,91479,0
46,0.0,42.11,,,5,East Travis,2957,Month-to-Month,United States,1435-NXUSR,Joined,0,0,Female,1,Cable,"36.779435, -122.094765",36.779435,-122.094765,1,76.66,1,0,0,Offer B,0,1,0,1,Credit Card,1,45988,1,Q4,0,1,0,California,0,1,1,12,870.28,0.0,551.81,0.0,1422.09,0,1,92937,0
21,28.01,37.46,,,17,Port Jimmy,3565,Month-to-Month,United States,2114-RGWEY,Joined,2,0,Male,1,Fiber Optic,"35.946508, -114.415917",35.946508,-114.415917,1,128.22,0,2,0,Offer C,1,0,1,1,Credit Card,0,9204,1,Q4,0,5,0,California,0,1,0,4,479.31,0.0,157.55,0.0,636.86,1,0,90162,0
47,16.28,0.0,,,57,Michaelton,4981,Month-to-Month,United States,4722-BIIZD,Stayed,0,0,Male,1,Fiber Optic,"38.672938, -124.129927",38.672938,-124.129927,0,99.54,0,0,0,Offer B,1,0,0,1,Bank Withdrawal,0,82121,1,Q4,0,1,0,California,1,0,0,1,108.11,0.0,0.0,0.0,108.11,0,0,93479,0
47,2.56,11.35,,,59,Gloriaberg,2448,Two Year,United States,4492-JXOSZ,Joined,0,0,Male,1,Fiber Optic,"41.933398, -114.805201",41.933398,-114.805201,0,63.77,1,0,0,Offer C,1,0,0,0,Bank Withdrawal,1,20259,1,Q4,0,2,0,California,0,1,0,14,870.28,0.0,159.62,0.0,1029.9,0,1,91326,0
62,0.65,0.0,,,28,North Lindsaystad,5077,Month-to-Month,United States,7250-XDGLB,Stayed,3,1,Male,1,Fiber Optic,"40.442095, -121.369755",40.442095,-121.369755,0,109.43,0,3,0,Offer D,0,1,1,1,Bank Withdrawal,0,22654,1,Q4,0,5,0,California,0,0,1,32,3317.89,74.04,0.0,0.0,3391.93,0,0,91631,0
36,25.67,32.52,,,19,North Michael,4033,Month-to-Month,United States,9036-OOWPH,Stayed,1,1,Male,1,Fiber Optic,"36.050722, -117.05179",36.050722,-117.05179,1,71.73,1,1,0,,0,1,0,1,Bank Withdrawal,1,85682,0,Q4,0,1,0,California,1,1,1,53,3836.76,0.0,1893.87,38.47,5692.16,0,0,94427,0
41,24.31,20.37,,,23,Zoestad,3804,One Year,United States,2470-APGBD,Stayed,3,0,Female,1,Fiber Optic,"37.24162, -116.912164",37.24162,-116.912164,0,45.55,0,3,5,Offer B,0,0,0,1,Bank Withdrawal,0,45829,0,Q4,1,3,0,California,1,1,0,28,1340.96,13.84,612.66,0.0,1967.4599999999998,0,1,95151,0
28,10.94,0.0,,,17,Port Ryanburgh,6310,Month-to-Month,United States,3994-FIDIT,Stayed,1,0,Male,0,,"35.373682, -118.702369",35.373682,-118.702369,0,109.95,1,1,0,Offer A,0,0,0,1,Bank Withdrawal,1,52422,0,Q4,0,3,0,California,0,0,0,39,4474.77,0.0,0.0,0.0,4474.77,1,0,93513,0
54,22.37,0.0,Dissatisfaction,Lack of affordable download/upload speed,81,Rodriguezfort,2085,Month-to-Month,United States,4604-ZLIRL,Churned,0,0,Female,0,,"32.766816, -123.391727",32.766816,-123.391727,1,77.4,0,0,0,Offer A,0,0,1,1,Credit Card,0,39856,0,Q4,0,3,0,California,0,0,0,41,3432.56,0.0,0.0,0.0,3432.56,0,0,90469,1
26,38.62,11.0,,,17,South Brendanhaven,2779,One Year,United States,2188-CPCFV,Stayed,0,0,Male,0,,"39.354472, -119.754405",39.354472,-119.754405,1,24.09,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,0,56085,0,Q4,0,2,0,California,0,0,0,26,564.24,0.0,285.41,40.21,809.44,1,0,90528,0
39,0.0,0.0,,,33,North Lauren,3609,Month-to-Month,United States,4158-UTRSK,Joined,1,1,Male,1,Fiber Optic,"37.456746, -118.972145",37.456746,-118.972145,1,81.31,0,1,5,,0,1,0,0,Credit Card,1,13225,0,Q4,1,5,0,California,1,0,1,1,74.9,54.08,0.0,0.0,128.98000000000002,0,0,92327,0
61,15.63,30.14,Competitor,Competitor offered more data,68,North Jean,3866,One Year,United States,1631-NBRZY,Churned,2,0,Female,0,,"37.705723, -123.388861",37.705723,-123.388861,1,14.97,0,2,2,Offer C,0,0,0,0,Bank Withdrawal,1,88573,0,Q4,1,2,0,California,0,0,0,16,233.4,15.75,454.1,0.0,703.25,0,0,92698,1
62,0.0,27.48,,,60,West Monica,5025,One Year,United States,6205-SIYXV,Stayed,0,0,Male,0,,"33.108843, -122.197998",33.108843,-122.197998,1,70.44,0,0,9,Offer C,0,0,1,1,Credit Card,0,99053,0,Q4,1,3,0,California,0,0,0,70,4677.11,0.0,1905.44,0.0,6582.549999999999,0,0,94288,0
71,39.64,39.13,,,63,Harrisonstad,2051,One Year,United States,3353-UNBZF,Joined,0,0,Female,0,,"37.990462, -118.290306",37.990462,-118.290306,0,89.56,0,0,4,Offer A,0,0,0,1,Credit Card,0,21088,0,Q4,1,1,1,California,0,0,0,30,2579.64,0.0,1264.45,0.0,3844.09,0,0,92613,0
29,46.16,0.0,Dissatisfaction,Attitude of support person,70,Larsonton,2487,One Year,United States,625-BTLIO,Churned,1,0,Male,0,,"36.320809, -117.833376",36.320809,-117.833376,1,43.15,0,1,0,Offer E,0,0,0,0,Bank Withdrawal,0,14198,0,Q4,0,2,0,California,0,0,0,68,2772.37,0.0,0.0,0.0,2772.37,1,0,90996,1
45,56.11,14.26,Attitude,Poor expertise of online support,75,New Sherry,5676,Month-to-Month,United States,2164-PVWCO,Churned,1,1,Male,1,Fiber Optic,"35.070264, -122.812399",35.070264,-122.812399,1,44.86,0,1,8,Offer B,1,1,1,0,Credit Card,1,85712,1,Q4,1,4,0,California,0,0,1,1,47.68,39.22,13.2,0.0,100.1,0,0,96043,1
67,30.34,26.38,,,43,Kyleland,5422,Month-to-Month,United States,9382-IJJUL,Stayed,0,0,Female,1,Fiber Optic,"34.770381, -121.58117",34.770381,-121.58117,1,25.2,1,0,9,Offer E,0,1,0,1,Bank Withdrawal,1,70496,1,Q4,1,2,1,California,1,1,0,69,1828.93,0.0,1725.17,0.0,3554.1000000000004,0,1,91734,0
42,33.33,20.75,,,12,New Kathyberg,2721,One Year,United States,7716-QZBCL,Stayed,1,0,Male,1,Cable,"39.020342, -114.616099",39.020342,-114.616099,1,74.53,1,1,10,Offer B,0,0,0,1,Bank Withdrawal,1,27100,0,Q4,1,5,0,California,1,1,1,60,4719.85,0.0,1169.73,47.71,5841.87,0,1,92416,0
49,34.7,33.97,,,13,East Madisonbury,2913,Two Year,United States,6285-HTAOZ,Stayed,0,0,Female,0,,"39.540472, -119.635513",39.540472,-119.635513,1,108.9,0,0,0,,0,0,1,1,Bank Withdrawal,1,28105,0,Q4,0,4,0,California,0,0,0,40,4369.61,0.0,1417.7,0.0,5787.3099999999995,0,0,91946,0
58,39.39,0.0,,,56,East Juliefurt,2831,One Year,United States,1404-EPATK,Stayed,0,1,Female,1,Cable,"41.717056, -116.41335",41.717056,-116.41335,0,33.21,0,0,0,,1,0,1,0,Mailed Check,0,29636,1,Q4,0,2,0,California,0,0,1,51,1563.5,0.0,0.0,0.0,1563.5,0,0,90326,0
56,0.0,0.0,Price,Service dissatisfaction,89,South Luis,4508,Month-to-Month,United States,4274-YIDXL,Churned,0,0,Female,1,Cable,"38.750908, -122.602404",38.750908,-122.602404,1,85.44,1,0,0,Offer E,1,1,1,1,Bank Withdrawal,1,98302,1,Q4,0,5,0,California,0,0,0,14,1242.32,0.0,0.0,0.0,1242.32,0,1,93483,1
51,0.0,25.5,Dissatisfaction,Attitude of service provider,84,Johnsonbury,4933,Month-to-Month,United States,8720-QVKOD,Churned,0,1,Female,1,Fiber Optic,"39.046001, -118.429865",39.046001,-118.429865,0,36.66,0,0,0,Offer B,0,1,1,0,Credit Card,1,10672,1,Q4,0,5,0,California,0,0,1,30,1166.9,0.0,707.12,0.0,1874.02,0,0,93731,1
51,43.11,0.0,,,59,Clarkebury,5616,Month-to-Month,United States,5497-YAZWJ,Stayed,0,0,Male,1,Fiber Optic,"32.915826, -117.512413",32.915826,-117.512413,0,43.25,0,0,0,Offer D,1,1,1,1,Credit Card,1,68583,1,Q4,0,4,0,California,0,1,0,13,516.67,0.0,0.0,0.0,516.67,0,1,90431,0
59,0.0,0.0,,,11,New Davidchester,2329,Month-to-Month,United States,926-HDKZN,Joined,1,0,Male,0,,"38.460048, -115.606571",38.460048,-115.606571,0,86.75,1,1,0,Offer C,0,0,0,0,Bank Withdrawal,1,23310,0,Q4,0,4,0,California,0,0,0,41,3763.47,0.0,0.0,0.0,3763.47,0,0,90530,0
40,0.0,43.02,,,38,Port Denise,6460,One Year,United States,1994-OFOOW,Stayed,1,0,Female,0,,"37.748944, -118.387126",37.748944,-118.387126,1,28.53,0,1,8,,0,0,1,1,Bank Withdrawal,0,74566,0,Q4,1,5,0,California,0,0,0,84,2348.83,0.0,3571.81,0.0,5920.639999999999,0,0,95429,0
75,0.0,39.75,Other,Competitor made better offer,91,West Stacytown,5210,Month-to-Month,United States,5512-SUEHU,Churned,0,1,Female,1,Fiber Optic,"40.239609, -121.287977",40.239609,-121.287977,1,54.86,1,0,0,,1,0,0,1,Bank Withdrawal,1,40554,1,Q4,0,2,1,California,0,1,1,35,2010.56,0.0,1514.74,0.0,3525.3,0,0,94716,1
44,0.0,0.0,,,38,South Donna,4414,Month-to-Month,United States,7373-BBDBW,Stayed,0,1,Female,1,Cable,"36.348448, -120.32205",36.348448,-120.32205,1,60.17,0,0,7,Offer A,1,0,0,1,Credit Card,1,32884,0,Q4,1,2,0,California,0,0,1,60,3550.88,0.0,0.0,0.0,3550.88,0,0,91995,0
32,0.0,15.02,Price,Product dissatisfaction,77,West Craig,5855,Month-to-Month,United States,5584-JHLDZ,Churned,0,1,Male,1,Fiber Optic,"37.567422, -118.0698",37.567422,-118.0698,1,40.07,0,0,2,Offer A,0,0,1,1,Bank Withdrawal,1,14132,0,Q4,1,2,0,California,0,1,1,52,2223.12,30.11,831.09,0.0,3084.32,0,0,93582,1
18,8.41,19.37,,,42,North Craig,4762,One Year,United States,5232-SXPCM,Joined,3,0,Female,0,,"38.790491, -116.331838",38.790491,-116.331838,1,86.21,0,3,0,Offer E,0,0,0,1,Bank Withdrawal,1,48077,0,Q4,0,4,0,California,0,0,0,50,3997.82,0.0,1054.86,41.46,5011.22,1,0,95170,0
18,25.6,34.94,,,18,East Victoriafort,2236,Month-to-Month,United States,3342-RODPS,Joined,0,0,Female,0,,"38.696106, -117.388066",38.696106,-117.388066,0,114.56,1,0,3,,0,0,0,1,Bank Withdrawal,1,46587,0,Q4,1,5,0,California,0,0,0,1,124.47,8.04,34.99,0.0,167.5,1,0,96093,0
37,0.0,3.19,,,57,Port Megan,4537,One Year,United States,6165-GZYZV,Joined,0,1,Male,1,Fiber Optic,"37.378977, -115.505111",37.378977,-115.505111,1,74.29,0,0,0,Offer E,0,1,0,0,Bank Withdrawal,0,90238,1,Q4,0,5,0,California,1,0,1,78,5462.35,0.0,236.98,0.0,5699.33,0,1,95488,0
47,0.0,0.0,,,14,Grahamland,6382,One Year,United States,2613-DYGLX,Joined,1,0,Female,1,Fiber Optic,"38.698404, -117.276286",38.698404,-117.276286,1,64.2,0,1,2,Offer C,1,0,1,0,Credit Card,0,8248,1,Q4,1,3,0,California,1,0,0,33,1925.52,23.2,0.0,0.0,1948.72,0,0,95487,0
18,39.73,22.43,Attitude,Poor expertise of phone support,77,Port Cassandra,2810,One Year,United States,1924-MDIKF,Churned,0,0,Female,0,,"41.069829, -119.315149",41.069829,-119.315149,1,17.57,0,0,0,Offer D,0,0,0,1,Credit Card,1,13151,0,Q4,0,1,0,California,0,0,0,73,1361.05,0.0,1718.15,0.0,3079.2,1,0,94421,1
37,0.26,5.33,Attitude,Poor expertise of phone support,82,East Frank,2888,One Year,United States,2872-SHOXF,Churned,2,0,Male,0,,"40.138679, -119.934935",40.138679,-119.934935,1,42.51,0,2,0,,0,0,0,1,Bank Withdrawal,0,66369,0,Q4,0,4,0,California,0,0,0,23,1006.54,0.0,111.93,0.0,1118.47,0,0,94496,1
52,4.66,0.0,,,52,North Andrea,6363,Month-to-Month,United States,7488-GCJBU,Stayed,0,0,Male,1,Cable,"33.007816, -124.224107",33.007816,-124.224107,1,48.99,0,0,2,Offer B,0,0,1,1,Credit Card,0,86221,1,Q4,1,3,0,California,0,0,1,16,850.96,0.0,0.0,0.0,850.96,0,1,93069,0
23,50.01,13.91,Price,Network reliability,67,South Rachelfort,3035,Month-to-Month,United States,7008-JXMKH,Churned,1,0,Male,0,,"40.641474, -115.849599",40.641474,-115.849599,0,62.41,1,1,0,Offer C,0,0,1,1,Bank Withdrawal,1,9663,0,Q4,0,5,0,California,0,0,0,50,3022.59,0.0,706.59,2.81,3726.3700000000003,1,0,90249,1
25,34.1,35.13,,,36,Lake Jessicachester,3472,One Year,United States,3830-QWRNC,Joined,0,0,Male,0,,"36.982094, -120.4483",36.982094,-120.4483,0,54.57,1,0,2,Offer D,0,0,1,0,Bank Withdrawal,1,50622,0,Q4,1,3,0,California,0,0,0,31,1575.26,0.0,1138.99,0.0,2714.25,1,0,94015,0
42,42.54,6.05,,,37,South Kellymouth,3183,Month-to-Month,United States,5981-GMCKH,Joined,1,0,Female,0,,"34.576838, -118.98215",34.576838,-118.98215,0,48.68,0,1,1,Offer B,0,0,0,1,Bank Withdrawal,1,65702,0,Q4,1,1,0,California,0,0,0,6,314.67,0.0,38.73,0.0,353.40000000000003,0,0,95501,0
23,44.18,0.0,,,12,Sherrimouth,4020,Month-to-Month,United States,6646-HDTHY,Stayed,0,0,Male,0,,"39.56725, -121.287797",39.56725,-121.287797,1,58.16,0,0,5,Offer C,0,0,1,1,Bank Withdrawal,0,84670,0,Q4,1,2,0,California,0,0,0,41,2559.65,0.0,0.0,0.0,2559.65,1,0,90626,0
23,0.0,0.0,,,31,South Victormouth,3509,One Year,United States,7416-BGFNL,Stayed,0,1,Female,1,Fiber Optic,"35.851557, -123.620568",35.851557,-123.620568,0,83.45,0,0,0,Offer D,0,1,1,0,Credit Card,0,11808,1,Q4,0,4,0,California,0,0,1,1,82.79,0.0,0.0,0.0,82.79,1,0,95012,0
40,21.57,0.0,,,19,North Christine,4930,One Year,United States,266-OTYXO,Joined,2,1,Male,1,Cable,"40.005156, -116.294221",40.005156,-116.294221,1,68.55,0,2,0,Offer B,1,1,0,1,Bank Withdrawal,0,65161,1,Q4,0,2,0,California,1,0,1,34,2434.57,92.67,0.0,0.0,2527.2400000000002,0,0,93566,0
33,26.7,31.76,,,12,North Thomasland,5542,Month-to-Month,United States,4961-LTJOM,Joined,0,0,Male,0,,"35.218709, -117.535504",35.218709,-117.535504,1,78.42,0,0,0,,0,0,0,1,Bank Withdrawal,0,602,0,Q4,0,5,0,California,0,0,0,36,2948.87,0.0,1249.07,0.0,4197.94,0,0,93657,0
78,7.33,4.9,Attitude,Limited range of services,73,Lake Tracyfurt,5969,Two Year,United States,2254-PVXPI,Churned,3,0,Male,1,Fiber Optic,"33.967982, -119.860529",33.967982,-119.860529,0,98.61,0,3,9,Offer D,0,0,1,0,Credit Card,0,79301,1,Q4,1,5,1,California,0,1,0,29,3079.45,0.0,145.19,4.93,3219.71,0,1,93973,1
